Date,Target_Close,Target_High,Target_Low,SP500,Shanghai_Index,Crude_Oil,Search_Index,News_Sentiment,VIX,US_Dollar_Index,^VIX,DX-Y.NYB
2001-01-01,1.0563411513964336,1.0698453873226323,1.0462132642173825,0.0756058808965976,0.2409193841591492,0.0700111233772468,0.0,0.1473379880189895,20.040000915527344,77.52999877929688,29.989999771118164,108.7699966430664
2001-01-02,1.064484457174937,1.0733052454882632,1.0465102654498413,0.0756058808965976,0.2409193841591492,0.0700111233772468,0.0,0.1492202430963516,20.040000915527344,77.52999877929688,29.989999771118164,108.7699966430664
2001-01-03,1.0629714330037434,1.0676980175441142,1.050155473702192,0.0863174487391976,0.2458299299250841,0.0773962623400322,0.0,0.1288609951734542,20.040000915527344,77.52999877929688,26.600000381469727,110.16999816894531
2001-01-04,1.080767850081126,1.0969626760357298,1.0644843869045408,0.0839481938640736,0.2442690546149408,0.0798579753276273,0.0,0.1349238157272339,20.040000915527344,77.52999877929688,26.969999313354492,108.80999755859375
2001-01-05,1.0916854540507,1.0940487099797191,1.076287753715201,0.0781184003272699,0.2461667043679171,0.0778885974249994,0.0,0.1192936971783638,20.040000915527344,77.52999877929688,28.670000076293945,108.41999816894531
2001-01-08,1.0521860520044963,1.1157809243769996,1.048579002020186,0.0777035351364588,0.2405816708086519,0.0714881474135279,0.0,0.0912486910820007,20.040000915527344,77.52999877929688,29.84000015258789,108.86000061035156
2001-01-09,1.039675235748291,1.0657711570373165,1.0200385724249734,0.0785266148210816,0.2403583868297393,0.0751314721175961,0.0,0.1096734851598739,20.040000915527344,77.52999877929688,27.989999771118164,109.5199966430664
2001-01-10,1.0447141726811726,1.0538165674227722,1.0374621062398015,0.0806042762928984,0.24624240379835,0.0926588753505701,0.0,0.1085567027330398,20.040000915527344,77.52999877929688,26.799999237060547,109.86000061035156
2001-01-11,1.0415199200312295,1.0707159731034084,1.0230584648701442,0.0828618726771139,0.2446863403899861,0.0926588753505701,0.0,0.1203775778412818,20.040000915527344,77.52999877929688,25.790000915527344,109.01000213623047
2001-01-12,1.012336273988088,1.0411823016262025,0.9985885936741228,0.0814839987638929,0.2412265830105571,0.0980746364107276,0.0,0.1108350455760955,20.040000915527344,77.52999877929688,24.559999465942383,109.36000061035156
